usaGde,0.9068614858088597
bren,0.9836419751200153
arnes,0.9257212327437224
OmnicomEurope,0.9248753520879031
newnet,0.9224463493747573
memorexEurope,0.959732637737148
rnpBrazil,0.9778167332066268
eon,0.9788171614385142
coxUsa,0.982016363462765
austria,0.9826712064735206
loni,0.8456359040982022
portugal,0.9536949089825691
deutschTelecom,0.9678578499636303
arpanet,0.9884689073600084
canarie,0.954754650120281
nsfnet,0.9911558885058118
lambdaRailUsa,0.9565919095992945
mzima,0.9669952446354168
vbns,0.9554388262277214
renater,0.9804408797705169
scteste,0.8221609285360505
italy,0.9863310863515284
sanet,0.8930076893912545
internet2Usa,0.8616877384980288
cesnet,0.9888154716949675
pionier,0.9358251675659834
viaDatacenterNet,0.9505590546300072
spain,0.9379461594645966
germany,0.9826045763899945
metrona_UK,0.8897402984876582
